																Vergleich der Annotator:innen										Vergleich der Annotator:innen mit Goldstandard von Alina			
das	O	das	0	das	0	0	0	das	0	das	0	0	0	das	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
«	O	«	0	«	0	0	0	«	0	«	0	0	0	«	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
seufzte	character_sound	seufzte	1	seufzte	1	1	1	seufzte	1	seufzte	1	1	1	seufzte	1	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
die	O	die	0	die	0	0	0	die	0	die	0	0	0	die	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
junge	O	junge	0	junge	0	0	0	junge	0	junge	0	0	0	junge	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Frau	O	Frau	0	Frau	0	0	0	Frau	0	Frau	0	0	0	Frau	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
»	O	»	0	»	0	0	0	»	0	»	0	0	0	»	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
solche	O	solche	0	s0lche	0	0	0	s0lche	0	s0lche	0	0	0	s0lche	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Käuze	O	Käuze	0	Käuze	0	0	0	Käuze	0	Käuze	0	0	0	Käuze	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
findet	O	findet	0	findet	0	0	0	findet	0	findet	0	0	0	findet	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
man	O	man	0	man	0	0	0	man	0	man	0	0	0	man	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
überall	O	überall	0	überall	0	0	0	überall	0	überall	0	0	0	überall	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Und	O	Und	0	Und	0	0	0	Und	0	Und	0	0	0	Und	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sie	O	sie	0	sie	0	0	0	sie	0	sie	0	0	0	sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
gefallen	O	gefallen	0	gefallen	0	0	0	gefallen	0	gefallen	0	0	0	gefallen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
einem	O	einem	0	einem	0	0	0	einem	0	einem	0	0	0	einem	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
noch	O	noch	0	n0ch	0	0	0	n0ch	0	n0ch	0	0	0	n0ch	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
«	O	«	0	«	0	0	0	«	0	«	0	0	0	«	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
»	O	»	0	»	0	0	0	»	0	»	0	0	0	»	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Unbegreiflicherweise	O	Unbegreiflicherweise	0	Unbegreiflicherweise	0	0	0	Unbegreiflicherweise	0	Unbegreiflicherweise	0	0	0	Unbegreiflicherweise	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
nämlich	O	nämlich	0	nämlich	0	0	0	nämlich	0	nämlich	0	0	0	nämlich	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
;	O	;	0	;	0	0	0	;	0	;	0	0	0	;	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
denn	O	denn	0	denn	0	0	0	denn	0	denn	0	0	0	denn	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
in	O	in	0	in	0	0	0	in	0	in	0	0	0	in	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
einem	O	einem	0	einem	0	0	0	einem	0	einem	0	0	0	einem	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
solchen	O	solchen	0	s0lchen	0	0	0	s0lchen	0	s0lchen	0	0	0	s0lchen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Moment	O	Moment	0	M0ment	0	0	0	M0ment	0	M0ment	0	0	0	M0ment	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
–	O	–	0	–	0	0	0	–	0	–	0	0	0	–	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ich	O	ich	0	ich	0	0	0	ich	0	ich	0	0	0	ich	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
hab	O	hab	0	hab	0	0	0	hab	0	hab	0	0	0	hab	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
das	O	das	0	das	0	0	0	das	0	das	0	0	0	das	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
vom	O	vom	0	v0m	0	0	0	v0m	0	v0m	0	0	0	v0m	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Toni	O	Toni	0	T0ni	0	0	0	T0ni	0	T0ni	0	0	0	T0ni	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
–	O	–	0	–	0	0	0	–	0	–	0	0	0	–	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ist	O	ist	0	ist	0	0	0	ist	0	ist	0	0	0	ist	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
denen	O	denen	0	denen	0	0	0	denen	0	denen	0	0	0	denen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Sekkierern	O	Sekkierern	0	Sekkierern	0	0	0	Sekkierern	0	Sekkierern	0	0	0	Sekkierern	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
wie	O	wie	0	wie	0	0	0	wie	0	wie	0	0	0	wie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
wenn	O	wenn	0	wenn	0	0	0	wenn	0	wenn	0	0	0	wenn	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
der	O	der	0	der	0	0	0	der	0	der	0	0	0	der	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Teufel	O	Teufel	0	Teufel	0	0	0	Teufel	0	Teufel	0	0	0	Teufel	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ihr	O	ihr	0	ihr	0	0	0	ihr	0	ihr	0	0	0	ihr	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Herz	O	Herz	0	Herz	0	0	0	Herz	0	Herz	0	0	0	Herz	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
in	O	in	0	in	0	0	0	in	0	in	0	0	0	in	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
seine	O	seine	0	seine	0	0	0	seine	0	seine	0	0	0	seine	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
verfluchte	O	verfluchte	0	verfluchte	0	0	0	verfluchte	0	verfluchte	0	0	0	verfluchte	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Krallen	O	Krallen	0	Krallen	0	0	0	Krallen	0	Krallen	0	0	0	Krallen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
nehmet	O	nehmet	0	nehmet	0	0	0	nehmet	0	nehmet	0	0	0	nehmet	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
und	O	und	0	und	0	0	0	und	0	und	0	0	0	und	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
zusammendrucket	O	zusammendrucket	0	zusammendrucket	0	0	0	zusammendrucket	0	zusammendrucket	0	0	0	zusammendrucket	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
daß	O	daß	0	daß	0	0	0	daß	0	daß	0	0	0	daß	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
es	O	es	0	es	0	0	0	es	0	es	0	0	0	es	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
hart	O	hart	0	hart	0	0	0	hart	0	hart	0	0	0	hart	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
wird	O	wird	0	wird	0	0	0	wird	0	wird	0	0	0	wird	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
wie	O	wie	0	wie	0	0	0	wie	0	wie	0	0	0	wie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Stahl	O	Stahl	0	Stahl	0	0	0	Stahl	0	Stahl	0	0	0	Stahl	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
…	O	…	0	…	0	0	0	…	0	…	0	0	0	…	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Aber	O	Aber	0	Aber	0	0	0	Aber	0	Aber	0	0	0	Aber	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Hochgräfliche	O	Hochgräfliche	0	H0chgräfliche	0	0	0	H0chgräfliche	0	H0chgräfliche	0	0	0	H0chgräfliche	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Gnaden	O	Gnaden	0	Gnaden	0	0	0	Gnaden	0	Gnaden	0	0	0	Gnaden	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sind	O	sind	0	sind	0	0	0	sind	0	sind	0	0	0	sind	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
mir	O	mir	0	mir	0	0	0	mir	0	mir	0	0	0	mir	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
scheint	O	scheint	0	scheint	0	0	0	scheint	0	scheint	0	0	0	scheint	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
schläfrig	O	schläfrig	0	schläfrig	0	0	0	schläfrig	0	schläfrig	0	0	0	schläfrig	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Soll	O	Soll	0	S0ll	0	0	0	S0ll	0	S0ll	0	0	0	S0ll	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ich	O	ich	0	ich	0	0	0	ich	0	ich	0	0	0	ich	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
nicht	O	nicht	0	nicht	0	0	0	nicht	0	nicht	0	0	0	nicht	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
aufhören	O	aufhören	0	aufhören	0	0	0	aufhören	0	aufhören	0	0	0	aufhören	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
?	O	?	0	?	0	0	0	?	0	?	0	0	0	?	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
»	O	»	0	»	0	0	0	»	0	»	0	0	0	»	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Nur	O	Nur	0	Nur	0	0	0	Nur	0	Nur	0	0	0	Nur	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
weiter	O	weiter	0	weiter	0	0	0	weiter	0	weiter	0	0	0	weiter	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
lieber	O	lieber	0	lieber	0	0	0	lieber	0	lieber	0	0	0	lieber	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Herr	O	Herr	0	Herr	0	0	0	Herr	0	Herr	0	0	0	Herr	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Oberförster	O	Oberförster	0	0berförster	0	0	0	0berförster	0	0berförster	0	0	0	0berförster	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
«	O	«	0	«	0	0	0	«	0	«	0	0	0	«	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
»	O	»	0	»	0	0	0	»	0	»	0	0	0	»	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Wie	O	Wie	0	Wie	0	0	0	Wie	0	Wie	0	0	0	Wie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sie	O	sie	0	sie	0	0	0	sie	0	sie	0	0	0	sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ihn	O	ihn	0	ihn	0	0	0	ihn	0	ihn	0	0	0	ihn	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
so	O	so	0	s0	0	0	0	s0	0	s0	0	0	0	s0	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
gar	O	gar	0	gar	0	0	0	gar	0	gar	0	0	0	gar	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
bös	O	bös	0	bös	0	0	0	bös	0	bös	0	0	0	bös	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
gesehen	O	gesehen	0	gesehen	0	0	0	gesehen	0	gesehen	0	0	0	gesehen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
hat	O	hat	0	hat	0	0	0	hat	0	hat	0	0	0	hat	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ist	O	ist	0	ist	0	0	0	ist	0	ist	0	0	0	ist	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ihr	O	ihr	0	ihr	0	0	0	ihr	0	ihr	0	0	0	ihr	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
angst	O	angst	0	angst	0	0	0	angst	0	angst	0	0	0	angst	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
und	O	und	0	und	0	0	0	und	0	und	0	0	0	und	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
bang	O	bang	0	bang	0	0	0	bang	0	bang	0	0	0	bang	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
geworden	O	geworden	0	gew0rden	0	0	0	gew0rden	0	gew0rden	0	0	0	gew0rden	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
und	O	und	0	und	0	0	0	und	0	und	0	0	0	und	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
sie	O	sie	0	sie	0	0	0	sie	0	sie	0	0	0	sie	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
macht	O	macht	0	macht	0	0	0	macht	0	macht	0	0	0	macht	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
ihm	O	ihm	0	ihm	0	0	0	ihm	0	ihm	0	0	0	ihm	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
nicht	O	nicht	0	nicht	0	0	0	nicht	0	nicht	0	0	0	nicht	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
den	O	den	0	den	0	0	0	den	0	den	0	0	0	den	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
geringsten	O	geringsten	0	geringsten	0	0	0	geringsten	0	geringsten	0	0	0	geringsten	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Vorwurf	O	Vorwurf	0	V0rwurf	1	0	0	V0rwurf	0	V0rwurf	0	0	0	V0rwurf	0	nÜ	nÜ	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	nÜ	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
bittet	character_sound	bittet	0	bittet	1	1	1	bittet	1	bittet	0	1	1	bittet	1	nÜ	nÜ	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
nur	O	nur	0	nur	0	0	0	nur	0	nur	0	0	0	nur	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
demütig	sound_quality	demütig	0	demütig	2	2	2	demütig	2	demütig	0	2	2	demütig	2	nÜ	nÜ	Ü	Ü	Ü	nÜ	nÜ	Ü	Ü	nÜ	nÜ	Ü	Ü	Ü
:	O	:	0	:	0	0	0	:	0	:	0	0	0	:	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
›	O	›	0	›	0	0	0	›	0	›	0	0	0	›	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Schau	O	Schau	0	Schau	0	0	0	Schau	0	Schau	0	0	0	Schau	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
,	O	,	0	,	0	0	0	,	0	,	0	0	0	,	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
nimm	O	nimm	0	nimm	0	0	0	nimm	0	nimm	0	0	0	nimm	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
mich	O	mich	0	mich	0	0	0	mich	0	mich	0	0	0	mich	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
doch	O	doch	0	d0ch	0	0	0	d0ch	0	d0ch	0	0	0	d0ch	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Tu	O	Tu	0	Tu	0	0	0	Tu	0	Tu	0	0	0	Tu	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
s	O	s	0	s	0	0	0	s	0	s	0	0	0	s	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
aus	O	aus	0	aus	0	0	0	aus	0	aus	0	0	0	aus	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Erbarmen	O	Erbarmen	0	Erbarmen	0	0	0	Erbarmen	0	Erbarmen	0	0	0	Erbarmen	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
mit	O	mit	0	mit	0	0	0	mit	0	mit	0	0	0	mit	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
meine	O	meine	0	meine	0	0	0	meine	0	meine	0	0	0	meine	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
braven	O	braven	0	braven	0	0	0	braven	0	braven	0	0	0	braven	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Eltern	O	Eltern	0	Eltern	0	0	0	Eltern	0	Eltern	0	0	0	Eltern	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
.	O	.	0	.	0	0	0	.	0	.	0	0	0	.	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
‹	O	‹	0	‹	0	0	0	‹	0	‹	0	0	0	‹	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Aber	O	Aber	0	Aber	0	0	0	Aber	0	Aber	0	0	0	Aber	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
der	O	der	0	der	0	0	0	der	0	der	0	0	0	der	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
stutzige	O	stutzige	0	stutzige	0	0	0	stutzige	0	stutzige	0	0	0	stutzige	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Bock	O	Bock	0	B0ck	0	0	0	B0ck	0	B0ck	0	0	0	B0ck	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
beutelt	O	beutelt	0	beutelt	0	0	0	beutelt	0	beutelt	0	0	0	beutelt	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
mit	O	mit	0	mit	0	0	0	mit	0	mit	0	0	0	mit	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
dem	O	dem	0	dem	0	0	0	dem	0	dem	0	0	0	dem	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
Kopf	O	Kopf	0	K0pf	0	0	0	K0pf	0	K0pf	0	0	0	K0pf	0	nÜ	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü	Ü
